"","plot","date","temperature","vpd"
"1",2460,2022-01-01,67.0112115634919,2.40772920201121
"2",2460,2022-01-02,67.370492606349,2.40772920201121
"3",2460,2022-01-03,70.8898472115514,2.40772920201121
"4",2460,2022-01-04,72.1914948049987,2.40772920201121
"5",2460,2022-01-05,76.8896689718602,2.40772920201121
"6",2460,2022-01-06,83.307384518309,2.40772920201121
"7",2460,2022-01-07,71.0487174122797,2.40772920201121
"8",2460,2022-01-08,71.0487174122797,2.40772920201121
"9",2460,2022-01-09,73.1572741067517,2.40772920201121
"10",2460,2022-01-10,72.3216226522715,2.40772920201121
"11",2460,2022-01-11,77.0646700001718,2.40772920201121
"12",2460,2022-01-12,77.455068407983,2.40772920201121
"13",2460,2022-01-13,75.2895397695537,2.40772920201121
"14",2460,2022-01-14,77.455068407983,2.40772920201121
"15",2460,2022-01-15,72.1914948049987,2.40772920201121
"16",2460,2022-01-16,77.0646700001718,2.40772920201121
"17",2460,2022-01-17,67.5564771596823,2.40772920201121
"18",2460,2022-01-18,70.8898472115514,2.40772920201121
"19",2460,2022-01-19,69.958336522334,2.40772920201121
"20",2460,2022-01-20,77.4085528312495,2.40772920201121
"21",2460,2022-01-20,72.1914948049987,2.40772920201121
"22",2460,2022-01-21,77.0646700001718,2.40772920201121
"23",2460,2022-01-22,73.1572741067517,2.40772920201121
"24",2460,2022-01-23,76.8896689718602,2.40772920201121
"25",2460,2022-01-24,76.9748168711332,2.40772920201121
"26",2460,2022-01-25,77.0646700001718,2.40772920201121
"27",2460,2022-01-26,72.1914948049987,2.40772920201121
"28",2460,2022-01-27,75.2895397695537,2.40772920201121
"29",2460,2022-01-28,72.1914948049987,2.40772920201121
"30",2460,2022-01-29,71.836657420517,2.40772920201121
"31",2460,2022-01-30,76.9748168711332,2.40772920201121
"32",2460,2022-01-31,71.0487174122797,2.40772920201121
"33",2460,2022-02-01,NA,2.40772920201121
"34",2460,2022-02-02,NA,2.40772920201121
"35",2460,2022-02-03,NA,2.40772920201121
"36",2460,2022-02-04,NA,2.40772920201121
"37",2460,2022-02-05,NA,2.40772920201121
"38",2460,2022-02-06,NA,2.40772920201121
"39",2460,2022-02-07,NA,2.40772920201121
"40",2460,2022-02-08,NA,2.40772920201121
"41",2460,2022-02-09,NA,2.40772920201121
"42",2460,2022-02-10,NA,2.40772920201121
"43",2460,2022-02-11,NA,2.40772920201121
"44",2460,2022-02-12,NA,2.40772920201121
"45",2460,2022-02-13,NA,2.40772920201121
"46",2460,2022-02-14,NA,2.40772920201121
"47",2460,2022-02-15,NA,2.40772920201121
"48",2460,2022-02-16,NA,2.40772920201121
"49",2460,2022-02-17,NA,2.40772920201121
"50",2460,2022-02-18,NA,2.40772920201121
"51",2460,2022-02-19,NA,2.40772920201121
"52",2460,2022-02-20,67.370492606349,2.40772920201121
"53",2460,2022-02-21,NA,2.40772920201121
"54",2460,2022-02-22,NA,2.40772920201121
"55",2460,2022-02-23,NA,2.40772920201121
"56",2460,2022-02-24,NA,2.40772920201121
"57",2460,2022-02-25,NA,2.40772920201121
"58",2460,2022-02-26,NA,2.40772920201121
"59",2460,2022-02-27,NA,2.40772920201121
"60",2460,2022-02-28,NA,2.40772920201121
"61",2460,2022-03-01,89.3934832295845,2.40772920201121
"62",2460,2022-03-02,88.6069392761011,2.40772920201121
"63",2460,2022-03-03,77.455068407983,2.40772920201121
"64",2460,2022-03-04,69.7222897458502,2.40772920201121
"65",2460,2022-03-05,67.5564771596823,2.40772920201121
"66",2460,2022-03-06,70.8898472115514,2.40772920201121
"67",2460,2022-03-07,72.3216226522715,2.40772920201121
"68",2460,2022-03-08,75.2895397695537,2.40772920201121
"69",2460,2022-03-09,74.227799594342,2.40772920201121
"70",2460,2022-03-10,74.227799594342,2.40772920201121
"71",2460,2022-03-11,76.8896689718602,2.40772920201121
"72",2460,2022-03-12,83.307384518309,2.40772920201121
"73",2460,2022-03-13,77.455068407983,2.40772920201121
"74",2460,2022-03-14,85.3914461094675,2.40772920201121
"75",2460,2022-03-15,85.6797939301744,2.40772920201121
"76",2460,2022-03-16,77.455068407983,2.40772920201121
"77",2460,2022-03-17,85.3914461094675,2.40772920201121
"78",2460,2022-03-18,88.3163108731653,2.40772920201121
"79",2460,2022-03-19,74.227799594342,2.40772920201121
"80",2460,2022-03-20,71.0487174122797,2.40772920201121
"81",2460,2022-03-20,75.2895397695537,2.40772920201121
"82",2460,2022-03-21,85.3914461094675,2.40772920201121
"83",2460,2022-03-22,90.7028991037953,2.40772920201121
"84",2460,2022-03-23,94.0102566359135,2.40772920201121
